id	Ajap1	Ajap10	Ajap100	Ajap101	Ajap102	Ajap103	Ajap104	Ajap105	Ajap106	Ajap107	Ajap108	Ajap11	Ajap12	Ajap14	Ajap15	Ajap16	Ajap17	Ajap18	Ajap2	Ajap20	Ajap21	Ajap22	Ajap23	Ajap24	Ajap25	Ajap26	Ajap27	Ajap28	Ajap29	Ajap3	Ajap30	Ajap31	Ajap32	Ajap33	Ajap34	Ajap35	Ajap36	Ajap37	Ajap38	Ajap39	Ajap40	Ajap41	Ajap42	Ajap43	Ajap44	Ajap45	Ajap46	Ajap49	Ajap5	Ajap50	Ajap51	Ajap52	Ajap53	Ajap54	Ajap55	Ajap56	Ajap57	Ajap58	Ajap59	Ajap60	Ajap61	Ajap63	Ajap64	Ajap65	Ajap66	Ajap67	Ajap68	Ajap69	Ajap70	Ajap72	Ajap73	Ajap74	Ajap75	Ajap77	Ajap78	Ajap8	Ajap80	Ajap81	Ajap82	Ajap83	Ajap84	Ajap85	Ajap86	Ajap89	Ajap9	Ajap90	Ajap91	Ajap92	Ajap93	Ajap94	Ajap95	Ajap96	Ajap97	Ajap98	Ajap99
70	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	na	A:A	A:A	A:B	A:A	A:B
71	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:A	na	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A
72	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:B	na	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:A	na	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A
73	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	na	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:B
74	A:B	A:A	A:B	A:A	A:B	A:A	na	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A
75	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:B	na	na	na	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A
76	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:B	na	na	na	na	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:B
77	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	na	A:B	A:B	na	A:A	na	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:A
78	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	na	A:B	na	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:B
79	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B
80	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:A
81	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:A	na	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A
82	na	A:B	A:A	A:A	A:A	na	A:B	A:B	A:A	A:A	A:B	A:A	A:A	na	A:B	na	A:B	A:A	A:A	A:B	A:A	A:A	na	A:B	A:A	na	A:A	A:A	A:A	A:A	A:B	na	A:B	A:B	A:B	A:B	A:A	A:B	A:B	na	A:B	A:B	na	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	na	A:A	A:A	na	na	A:B	A:A	A:B	A:B	A:B	na	na	A:B	na	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:A	na	A:A	A:B	A:B	A:B	A:B	A:A	A:B	na	A:A	A:A	A:A	A:B	A:A
83	na	na	A:A	A:B	A:A	na	na	na	na	A:B	A:A	A:A	na	A:B	na	na	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	na	A:A	A:B	A:A	A:B	A:B	A:A	A:B	na	na	A:A	A:A	A:A	A:B	A:B	na	na	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	na	A:A	A:B	na	A:B	A:B	A:A	na	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	na	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:B	na	A:A	na	A:B	na
84	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	na	A:A	A:A	A:A	A:A	A:B	A:A	na	A:A	A:A	na	A:A	A:A	A:A	na	na	A:A	A:A	A:B	A:B	A:A	A:A	na	na	na	A:B	A:A	A:A	na	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	na	A:A	na	na	A:A	A:B	na	na	A:A	A:A	A:B	A:A	A:A	A:A	na	A:B	A:A	na	A:A	A:A	A:A	A:A	A:A	na	A:A	na	A:A	A:B	A:A	na	A:A	A:A	na	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	na	A:A	A:A	A:A
85	na	A:B	na	na	A:B	A:B	A:A	A:B	A:A	A:A	A:A	na	A:A	A:B	A:B	na	A:A	A:A	na	na	A:B	A:A	na	na	A:A	A:B	A:A	A:B	A:A	A:A	A:B	na	A:A	A:B	A:A	A:A	na	A:B	na	na	na	A:B	na	A:A	A:A	A:B	A:B	A:A	A:B	A:A	na	A:B	na	A:A	na	na	A:A	A:A	na	A:A	A:A	A:B	na	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	na	A:B	A:A	A:B	A:A	A:A	na	A:A	na	na	A:A	A:A	na	A:A	na	na	na	na	A:A	na	A:A
86	A:A	na	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	na	na	A:A	na	A:B	A:B	A:A	A:A	A:B	na	A:B	A:B	na	na	A:B	A:A	A:A	na	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:A	na	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:B	na	A:B	A:B	na	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	na	na	na	A:A	na	A:B	A:A
87	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:B	na	A:B	na	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B
88	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	na	A:A	A:A	A:B	A:B	na	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	na	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A
89	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:B	na	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A
90	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	na	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	na	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:B	na	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B
91	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:A	na	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	na	A:A	A:A	A:B	A:B	A:A	A:B	A:B	na	na	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:B
92	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:A	na	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B
93	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	na	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A
94	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B
95	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:A	na	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:A	na	A:A	na	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B
96	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:A	na	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:B
97	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:B	na	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:A	na	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:A	na	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:A	na	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A
98	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	na	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	na	A:A	A:B	A:B	A:A	na	A:A	na	A:A	na	A:B	A:B	A:B	A:A	na	A:A	A:A	A:B	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	na	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A
99	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:B	na	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	na	A:A	A:A	A:B	A:A	A:A	A:B	na	A:A	na	A:B	na	A:B	na	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A
100	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:A	na	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	na	A:A	A:B	A:B	na	na	A:B	A:A	A:B	A:A	A:A	na	A:B	A:A	na	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:A	na	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A
101	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:A	na	A:B	A:A	A:A	na	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:A	na	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	na	A:A	A:A
102	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:B	na	na	A:B	A:A	A:A	na	A:A	A:A	A:B	A:B	na	A:B	na	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:A	na	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	na	A:B	A:B	A:B	A:A	A:B	na	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:A
103	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B	na	A:A	A:B	A:B	A:A	A:B	A:B	A:A	na	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	na	na	na	A:A	A:A	na	na	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	na	A:A	A:B	A:B	na	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	na
104	A:B	A:A	A:A	na	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:A	na	A:A	na	A:A	A:B	A:A	na	A:A	A:B	A:A	A:A	A:A	na	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:B	na	A:A	A:B	A:B	A:B	A:B	A:B	na	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A
105	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:A	na	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	na	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:A	na	na	na	A:A	A:B	A:B	A:A	A:B	A:B	A:B	na	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A
